,symbol,company_name,company_description,exchange,website,exchange_short_name,industry,country,sector,ipo_date,min_date,max_date,date_count,news_page,reports_page
190,FLT.AX,Flight Centre Travel Group Limited,"Flight Centre Travel Group Limited provides travel retailing services for the leisure and corporate sectors in Australia, New Zealand, Americas, Europe, the Middle East, Africa, Asia, and internationally. The company offers leisure travel services for the niche sectors, as well as mass, youth, premium, and cruise markets; and corporate travel services for organizations of various sizes across industries, as well as supplies products to its national and international network, or travel retail outlets. It also provides tour operations, hotel management, and destination management services. In addition, the company offers other travel related services, including foreign currency exchange and travel academies; recruitment marketing and bike retailing; and employee benefit services. It provides its services primarily under the Flight Centre brand, as well as other travel brands, such as Student Flights, Travel Associates, Liberty Travel, Infinity Holidays, GOGO Vacations, FCm Travel Solutions, Corporate Traveller, Stage and Screen, and cievents. The company was formerly known as Flight Centre Limited and changed its name to Flight Centre Travel Group Limited in November 2013. Flight Centre Travel Group Limited was incorporated in 1987 and is headquartered in South Brisbane, Australia.",Australian Securities Exchange,https://www.fctgl.com,ASX,Travel Services,AU,Consumer Cyclical,1999-01-03,2000-01-04,2023-11-06,6022,https://www.fctgl.com/news,
191,3571.T,"Sotoh Co., Ltd.","Sotoh Co., Ltd. engages in dyeing woolen, composite, and knitted fabrics in Japan. It offers chemical dyeing, hair knitting, and textile dyeing and processing services; and manufactures and sells textiles. The company was incorporated in 1923 and is headquartered in Ichinomiya, Japan.",Tokyo Stock Exchange,https://www.sotoh.co.jp,JPX,Textile Manufacturing,JP,Consumer Cyclical,2001-01-04,2001-01-03,2023-11-06,5801,https://sotoh.co.jp/news/,
192,TEF,"Telefónica, S.A.","Telefónica, S.A., together with its subsidiaries, provides telecommunications services in Europe and Latin America. The company's mobile and related services and products comprise mobile voice, value added, mobile data and Internet, wholesale, corporate, roaming, fixed wireless, and trunking and paging services. Its fixed telecommunication services include PSTN lines; ISDN accesses; public telephone services; local, domestic, and international long-distance and fixed-to-mobile communications; corporate communications; supplementary value-added services; video telephony; intelligent network; and telephony information services, as well as leases and sells handset equipment. The company also provides Internet and broadband multimedia services comprising Internet service provider, portal and network, retail and wholesale broadband access, narrowband switched access, high-speed Internet through fibre to the home, and voice over Internet protocol services. In addition, it offers leased line, virtual private network, fibre optics, web hosting and application, outsourcing and consultancy, desktop, and system integration and professional services. Further, the company offers wholesale services for telecommunication operators, including domestic interconnection and international wholesale services; leased lines for other operators; and local loop leasing services, as well as bit stream services, wholesale line rental accesses, and leased ducts for other operators' fiber deployment. Additionally, it provides video/TV services; smart connectivity and services, and consumer IoT products; financial and other payment, security, cloud computing, advertising, big data, and digital telco experience services; virtual assistants; digital home platforms; and Movistar Home devices. It also offers online telemedicine, home insurance, music streaming, and consumer loan services. The company was incorporated in 1924 and is headquartered in Madrid, Spain.",New York Stock Exchange,https://www.telefonica.com,NYSE,Telecom Services,ES,Communication Services,1987-06-12,2000-01-04,2023-11-06,5981,https://www.telefonica.com/en/communication-room/news/,https://www.telefonica.com/en/shareholders-investors/financial-reports/
193,BUR.AX,Burley Minerals Ltd,"Burley Minerals Ltd engages in the exploration, evaluation, and development of mineral properties in Australia. The company explores for iron, nickel, copper, cobalt, and PGE deposits. It holds a 70% interest in the Yerecoin Project covering an area of approximately 105.5 square kilometers located to the northeast of Perth, Western Australia. The company also has the option to acquire 100% interest in the Chubb Lithium project situated in Quebec, Canada, and the Gascoyne project in the central Gascoyne Region of Western Australia. Burley Minerals Ltd was incorporated in 2020 and is headquartered in West Perth, Australia.",Australian Securities Exchange,https://burleyminerals.com.au,ASX,Other Industrial Metals & Mining,AU,Basic Materials,2021-07-07,2021-07-07,2023-11-06,587,https://burleyminerals.com.au/investors/media/,
194,3151.T,"Vital KSK Holdings, Inc.","Vital KSK Holdings, Inc. engages in the wholesale of pharmaceutical products in Japan. The company is involved in the wholesale of veterinary drugs; agricultural chemicals, agricultural materials, etc.; and medical and nursing care equipment. It also engages in the pharmacy and nursing care businesses; transportation business; insurance agent and real estate management businesses; parking business; mail-order business of health-related products; and pharmacy dispensing business. In addition, the company offers medical management consulting services; and manufactures OTC drugs. The company was founded in 2009 and is headquartered in Tokyo, Japan.",Tokyo Stock Exchange,https://www.vitalksk.co.jp,JPX,Medical Distribution,JP,Healthcare,2001-01-01,2001-01-02,2023-11-06,5654,https://www.vitalksk.co.jp/news/,
195,S30.PA,Solutions 30 SE,"Solutions 30 SE provides support solutions for new digital technologies in France, Italy, Germany, the Netherlands, Belgium, Luxembourg, Poland, and Spain. The company offers telecom support services, including installation, assistance using communications equipment, deployment of telecommunication infrastructure, maintenance, and logistics. It also provides IT solutions, such as installation and maintenance of IT hardware, IT infrastructure, and servers; implementation of automatized robotic processes; deployment and maintenance of Internet of Things; TOTEM/KIOSK design, manufacturing, installation, and maintenance; console creation for data analytics; and logistics of spare parts and systems. In addition, the company installs and maintains smart meters; charging stations for electric vehicles; photovoltaic power plants for professional and residential markets; smart appliances comprising thermostats, light bulbs, plugs, and sensors; and L/H gas converters, as well as point of sale equipment and digital signs. Further, it deploys and maintains self-check-out technology and store digital infrastructure; installs wired and wireless connectivity, access control systems, and intrusion alarm systems; deploys fire alarm systems and video/CCTV; and offers cabling and logistics services. The company was incorporated in 2003 and is based in Luxembourg, Luxembourg.",Euronext Paris,https://www.solutions30.com,EURONEXT,Information Technology Services,LU,Technology,2005-12-15,2005-12-15,2009-01-02,758,https://solutions30.com/press/,
196,RS,Reliance Steel & Aluminum Co.,"Reliance Steel & Aluminum Co. operates as a diversified metal solutions provider and the metals service center company in the United States, Canada, and internationally. The company distributes a line of approximately 100,000 metal products, including alloy, aluminum, brass, copper, carbon steel, stainless steel, titanium, and specialty steel products; and provides metals processing services to general manufacturing, non-residential construction, transportation, aerospace, energy, electronics and semiconductor fabrication, and heavy industries. It also distributes non-ferrous metals products and tubular building products; and manufactures specialty extruded metals, fabricated parts, and welded components. As of December 31, 2021, the company operated a network of approximately 315 locations in 40 states in the United States and 13 in other countries. It sells its products directly to original equipment manufacturers, which primarily include small machine shops and fabricators. The company was founded in 1939 and is headquartered in Los Angeles, California.",New York Stock Exchange,https://www.rsac.com,NYSE,Steel,US,Basic Materials,1994-09-16,2000-01-04,2023-11-06,5981,https://investor.reliance.com/press-releases/,
197,1808.TW,"Run Long Construction Co.,Ltd.","Run Long Construction Co.,Ltd. engages in the construction business in Taiwan. The company also develops, constructs, leases, and sells residential and commercial buildings. In addition, it is involved in the enhancement and development of the treatment of incinerator bottom slag and its reuse. The company was founded in 1972 and is based in Taipei, Taiwan.",Taiwan Stock Exchange,https://www.runlong.com.tw,TAI,Real Estate Services,TW,Real Estate,2000-02-01,2006-05-16,2023-11-06,4271,,
198,GAB.MI,Gabetti Property Solutions S.p.A.,"Gabetti Property Solutions S.p.A., through its subsidiaries, offers real estate services in Italy and internationally. The company provides consultancy services for the purchase, sale, rental, and evaluation of residential properties; consultancy services for the purchase, sale, leasing, and enhancement of properties for tertiary, industrial, and commercial use, as well as for real estate trading operations; and new constructions and enhancements of existing free and/or leased buildings brokerage and consultancy services to real estate operators, institutions, banks, insurance companies, real estate funds, builders and developers, and institutional investors. It also offers audit, technical, and health safety and energy services in the real estate sector; properties and facilities management services, including administrative, accounting, and project management, as well as condominium administration and technical services; insurance services; and loans, market study, research, investment analysis, feasibility study, and evaluation services for the real estate properties. In addition, the company provides financial services, such as mortgage home, personal loans, and insurance consulting; credit brokerage services; non-performing loans recovery services to credit institutions; real estate franchise services; condominium administration franchise services; and network services for the redevelopment of buildings, as well as manages short-term rental of corporate and luxury properties. Further, it operates wikicasa.it, a portal that provides digital marketing and business analytics services for real estate professionals. Gabetti Property Solutions S.p.A. was founded in 1950 and is based in Milan, Italy.",Euronext Milan,https://www.gabettigroup.com,EURONEXT,Real Estate Services,IT,Real Estate,1995-03-28,2000-01-04,2023-11-06,5994,,
199,002020.KS,Kolon Corporation,"Kolon Corporation engages in supporting and managing affiliate businesses, licensing intellectual property, and market research and management consulting businesses in South Korea and internationally. The company manufactures tire cords, airbags, polyester spunbond, technical yarns, aramid products, membranes, polyester and nylon films, coated films, DFR materials, overcoats, beads, hydrocarbon and phenolic resins, epoxy resins, PU/TPU products, and glass reinforced plastic pipes. It also offers nylon and polyester fibers; woven, knit, and functional fabrics; trades in steel, natural resources, and chemicals; and provides residential and plant construction services, as well as undertakes civil engineering and environmental projects. In addition, the company produces car seat modules and fabrics, car mats, artificial turfs, polypropylene staple fibers, Bicomponent staple fiber, GEONIC, Cuprus, and HeaTex, and polyester filaments; manages hotels, condominiums, and golf resorts; develops real estate properties; and operates a shopping mall, a pet theme park, and themed toilets. Further, it offers over-the-counter medicines; TRAMOL sustained relief, a painkiller and anti-inflammatory; active pharmaceutical ingredients; and Tissuegene and other biopharmaceuticals, as well as operates approximately 150 drugstores under the W-Store name. Additionally, the company operates Sweet Meal, a café that offers choux, coffee, cheesecakes, and beverages; sells antimicrobial products; provides PA, PBT, and POM/base and compound resins; retails hardware and software products; and offers IT and business process outsourcing and IT convergence services. It also engages in water-related businesses covering sewage and wastewater treatment, materials, systems, and related equipment, as well as operates water treatment facilities; and industrial supply retail. Kolon Corporation was founded in 1957 and is headquartered in Gwacheon, South Korea.",Korea Stock Exchange,https://www.kolon.com,KSC,Conglomerates,KR,Industrials,2005-09-29,2005-09-29,2023-11-06,4434,,
200,FOSL,"Fossil Group, Inc.","Fossil Group, Inc., together with its subsidiaries, designs, develops, markets, and distributes consumer fashion accessories in the United States, Europe, Asia, and internationally. The company's products include traditional watches, smartwatches, jewelry, handbags, small leather goods, belts, and sunglasses. It also manufactures and distributes private label brands, as well as purchases and resells branded products in non-FOSSIL branded retail stores. The company offers its products under its proprietary brands, such as FOSSIL, SKAGEN, MICHELE, RELIC, and ZODIAC; and under the licensed brands, including ARMANI EXCHANGE, DIESEL, DKNY, EMPORIO ARMANI, KATE SPADE NEW YORK, MICHAEL KORS, PUMA, TORY BURCH, Skechers, and BMW. The company sells its products through company-owned retail and outlet stores, department stores, specialty retail stores, specialty watch and jewelry stores, mass market stores, e-commerce sites, licensed and franchised FOSSIL retail stores, and retail concessions, as well as sells its products on airlines and cruise ships. As of January 2, 2022, it operated 370 stores worldwide. The company was formerly known as Fossil, Inc. and changed its name to Fossil Group, Inc. in May 2013. Fossil Group, Inc. was founded in 1984 and is headquartered in Richardson, Texas.",NASDAQ Global Select Market,https://www.fossilgroup.com,NASDAQ,Luxury Goods,US,Consumer Cyclical,1993-04-08,2000-01-04,2023-11-06,5981,https://www.fossilgroup.com/news/,
201,LITT.V,Roadman Investments Corp.,"Roadman Investments Corp. is a venture capital, private equity and advisory firm specializing in incubation, seed, start-ups, later stage, strategic advisory, global partnership development, breakthrough products, devices, treatments, health supplement, corporate restructuring, Corporate recapitalization and growth capital investments. It focuses on managing and facilitating foreign investment and investing in private and public companies whose businesses involve later-stage. The firm prefers to invest in health & wellness, agricultural, medicinal mushroom, media, retail, financial services, pharmaceutical products, nutrition, medicine, technology, healthcare, clean tech, energy, consumer product, and consumer services and identify an exit strategy in China or North America. The firm invests into companies across the Pan-Pacific region. It prefers to take majority stake in its portfolio companies. Roadman Investments Corp. is previously known as Urban Select Capital Corporation and formerly known as China Select Capital Partners Corp, was incorporated in September 12, 2007 and is based in Vancouver, Canada with an additional office in Beijing, China.",TSX Venture Exchange,https://www.roadmancorp.com,TSX,Asset Management,CA,Financial Services,2009-02-09,2009-02-09,2009-10-22,171,,
202,009200.KS,"Moorim Paper Co., Ltd.","Moorim Paper Co., Ltd. manufactures and sells paper products. It offers printing papers, such as art and white papers; and produces and sells bleach chemical pulps. The company also engages in the installment financing, and facility rental businesses; and wholesale of paper and pulp products. In addition, it produces and sells steam and electricity. The company was founded in 1973 and is headquartered in Jinju, South Korea.",Korea Stock Exchange,https://www.moorim.co.kr,KSC,Paper & Paper Products,KR,Basic Materials,2000-01-04,2004-01-01,2023-11-06,4899,,
203,ESSARSHPNG.NS,Essar Shipping Limited,"Essar Shipping Limited, a shipping company, provides sea transportation, logistics, and oilfields services. The company is involved in the fleet operating and chartering activities consisting of tankers and dry bulkers; and oilfields services, such as land and semi- submersible rigs; and logistics services, including trucks, trailers, and tippers. It also offers contract drilling services to oil and gas companies. The company operates a fleet of 12 vessels, including a double hull very large crude oil carrier, 6 mini-capesize vessels, a panamax bulk carrier, 2 supramax bulk carriers, and 2 general cargo ships. It operates in India, Singapore, Cyprus, the United Arab Emirates, Taiwan, Kuwait, Demark, and Bangladesh. The company was incorporated in 2010 and is based in Mumbai, India. Essar Shipping Limited is a subsidiary of Essar Shipping Mauritius Holdings Limited.",National Stock Exchange of India,https://www.essar.com/portfolio/services,NSE,Marine Shipping,IN,Industrials,2011-11-15,2011-11-15,2023-11-06,2950,https://www.essar.com/press-releases/,
204,0487.HK,Success Universe Group Limited,"Success Universe Group Limited, an investment holding company, engages in the travel-related and property investment businesses in Hong Kong and North America. The company provides travel-related services; administration services; sells airline tickets and tour packages; and leases office premises and sells properties. It also operates Ponte 16, an integrated casino-entertainment resort comprising a five-star luxury hotel-Sofitel Macau At Ponte 16, a casino, as well as food and beverage facilities. The company was formerly known as Macau Success Limited and changed its name to Success Universe Group Limited in June 2009. The company was founded in 2003 and is headquartered in Hong Kong. Success Universe Group Limited is a subsidiary of Silver Rich Macau Development Limited.",Hong Kong Stock Exchange,https://www.successug.com,HKSE,Travel Services,HK,Consumer Cyclical,1988-05-03,2003-11-12,2023-11-06,4870,https://www.successug.com/en/media/press.php,
205,300691.SZ,"Union Optech Co.,Ltd.","Union Optech Co.,Ltd. engages in the design, development, manufacture, and sale of optical lens in China. The company offers laser displays, high-end optical zoom lens, SLR camera lens, mobile phone camera lens, automotive camera modules, projector lens, etc. Its products are used in 4K laser display, video surveillance, intelligent terminals, automotive imaging systems, video conferencing, digital cameras, and virtual reality VR products. The company was founded in 2005 and is based in Zhongshan, China.",Shenzhen Stock Exchange,https://www.union-optech.com,SHZ,Electronic Components,CN,Technology,2017-08-11,2017-08-11,2023-11-06,1594,,
206,ARW,"Arrow Electronics, Inc.","Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Global Components and Global Enterprise Computing Solutions. The Global Components segment markets and distributes semiconductor products and related services; passive, electro-mechanical, and interconnect products, including capacitors, resistors, potentiometers, power supplies, relays, switches, and connectors; and computing and memory products, as well as other products and services. The Global Enterprise Computing Solutions segment offers computing solutions, such as datacenter, cloud, security, and analytics solutions. This segment provides access to various services, including engineering and integration support, warehousing and logistics, marketing resources, and authorized hardware and software training. The company serves original equipment manufacturers, value-added resellers, managed service providers, contract manufacturers, and other commercial customers. Arrow Electronics, Inc. was founded in 1935 and is based in Centennial, Colorado.",New York Stock Exchange,https://www.arrow.com,NYSE,Electronics & Computer Distribution,US,Technology,1980-03-17,2000-01-04,2023-11-06,5981,https://news.fiveyearsout.com/newsroom/default.aspx,
207,CRCT,"Cricut, Inc.","Cricut, Inc. designs and markets a creativity platform that enables users to turn ideas into professional-looking handmade goods. It operates in three segments: Connected Machines, Subscriptions, and Accessories and Materials. The company offers connected machines, design apps, and accessories and materials for users to create personalized birthday cards, mugs, T-shirts, and large-scale interior decorations. Its connected machines include Cricut Joy, Cricut Explore, and Cricut Maker to cut, write, score, and create decorative effects using various materials, such as paper, vinyl, leather, and others; and design apps comprise Design Space app and Cricut Joy-specific app. The company also provides Cricut Access and Cricut Access Premium subscription offerings, and in-app purchases; and a software that integrates its connected machines and design apps. In addition, it offers a range of accessories and materials, such as Cricut EasyPress, Cricut Mug Press, various hand tools, machine replacement tools and blades, and project materials. The company offers its products through its third-party brick-and-mortar and online retail partners; and its website cricut.com, as well as through a network of distributors. It operates in the United States, the United Kingdom, Ireland, Australia, New Zealand, and Western Europe, as well as the Middle East, Latin America, South Africa, and Asia. The company was formerly known as Provo Craft & Novelty, Inc. and changed its name to Cricut, Inc. in March 2018. The company was incorporated in 1969 and is headquartered in South Jordan, Utah.",NASDAQ Global Select Market,https://cricut.com,NASDAQ,Computer Hardware,US,Technology,2021-03-26,2021-03-25,2023-11-06,660,https://cricut.com/blog/,
208,MNGGF,Mongolia Growth Group Ltd.,"Mongolia Growth Group Ltd., together with its subsidiaries, provides property management, leasing, renovation, and development services in Ulaanbaatar, Mongolia. It operates through three segments: Investment Property Operations, Corporate, and Subscription Products. The company's investment portfolio consists of residential, office, retail, and land and redevelopment sites. It offers subscription services which allows customers the right to access its weekly data publications. The company was formerly known as Summus Capital Corp. and changed its name to Mongolia Growth Group Ltd. in February 2011. Mongolia Growth Group Ltd. was incorporated in 2007 and is headquartered in Toronto, Canada.",OTC Markets Group Pink Sheets,https://www.mongoliagrowthgroup.com,PNK,Real Estate Services,CA,Real Estate,2011-02-16,2011-02-16,2023-11-03,3199,https://www.mongoliagrowthgroup.com/investors/press-releases/,
209,AM,Antero Midstream Corporation,"Antero Midstream Corporation owns, operates, and develops midstream energy infrastructure. It operates through Gathering and Processing, and Water Handling segments. The Gathering and Processing segment includes a network of gathering pipelines and compressor stations that collects and processes production from Antero Resources' wells in West Virginia and Ohio. The Water Handling segment delivers fresh water; and offers pumping stations, water storage, and blending facilities. The company was incorporated in 2013 and is headquartered in Denver, Colorado.",New York Stock Exchange,https://www.anteromidstream.com,NYSE,Oil & Gas Midstream,US,Energy,2017-05-04,2017-05-03,2023-11-06,1640,https://www.anteromidstream.com/news-events,https://www.anteromidstream.com/investors/sec-filings/annual-reports
210,DYNR,"DynaResource, Inc.","DynaResource, Inc. acquires, invests in, explores, and develops precious and base metal properties in the United States. The company primarily explores for gold, silver, and other metals. Its flagship property is the San Jose de Gracia property comprising 33 concessions covering approximately 9,920 hectares located in the northern Sinaloa State, Mexico. The company was formerly known as West Coast Mines, Inc. and changed its name to DynaResource, Inc. in November 1998. DynaResource, Inc. was incorporated in 1937 and is headquartered in Irving, Texas.",OTC Markets Group Pink Sheets,https://www.dynaresource.com,PNK,Other Precious Metals & Mining,US,Basic Materials,2007-09-06,2010-01-04,2023-11-02,3478,https://dynaresource.com/news/,
211,IGX.TO,IntelGenx Technologies Corp.,"IntelGenx Technologies Corp., a drug delivery company, focuses on the development and manufacturing of novel oral thin film products for the pharmaceutical market. It offers INT0008/2008, a Rizatriptan oral film product for the treatment of migraine; INT0046/2018 for adult use; INT0007/2006, an oral film product for treatment of erectile dysfunction; INT0043/2015, an oral film containing montelukast for treatment of Alzheimer; INT0027/2011 to treat opioid addition; INT0010/2006 for treatment of neuropathic pain and nausea in cancer patients undergoing chemotherapy; INT0036/2013, an oral film product for schizophrenia or bipolar 1 disorder; and INT0048/2020 for animal health. It is also developing INT0039/2013, INT0040/2014, INT0052/2020, INT0053/2020, and INT0054/2020. The company has licensing, development, and supply agreement with Tilray, Inc.; and development agreement with Cynapsus Therapeutics Inc. IntelGenx Technologies Corp. was founded in 2003 and is headquartered in Montreal, Canada.",Toronto Stock Exchange,https://www.intelgenx.com,TSX,Biotechnology,CA,Healthcare,2008-05-27,2008-05-27,2023-11-06,3870,https://www.intelgenx.com/newsrooms/newsrooms3/2024,
212,7421.T,"Kappa Create Co., Ltd.","Kappa Create Co., Ltd. engages in the management of restaurants. It also processes and sells food products. The company was formerly known as Kappa Create Holdings Co., Ltd. and changed its name to Kappa Create Co., Ltd. in October 2015. Kappa Create Co., Ltd. was founded in 1973 and is headquartered in Yokohama, Japan.",Tokyo Stock Exchange,https://www.kappa-create.co.jp,JPX,Restaurants,JP,Consumer Cyclical,2003-11-07,2003-11-07,2023-11-06,4932,,
213,139480.KS,E-MART Inc.,"E-MART Inc., together with its subsidiaries, operates as a hypermarket retail company in South Korea. The company operates Emart, a discount store; Emart Traders, an everyday low-price store for small business owners; and Emart Mall and Traders Mall, the online shopping stores. It also operates SSG Food Market, an urban-style supermarket. In addition, the company operates specialty stores, including Electro Mart, an electronics and appliance store; Molly's Pet Shop, a pet store; No Brand, a private label hard discount store; PK Market, a food store; Toy Kingdom, a toy store; and Marie's Baby Circle, an infant and toddler product store. As of December 31, 2021, it had 158 discount stores. The company was founded in 1993 and is headquartered in Seoul, South Korea. E-MART Inc. is a subsidiary of Shinsegae Inc.",Korea Stock Exchange,https://www.emartcompany.com,KSC,Discount Stores,KR,Consumer Defensive,2011-06-10,2011-06-10,2023-11-06,3050,,
214,HEGR.ST,Hedera Group AB (publ),"Hedera Group AB (publ), together with its subsidiaries, engages in the staffing and recruitment of doctors and nurses to primary cares, municipalities, and hospitals in Sweden. It offers consulting services. The company is based in Stockholm, Sweden. Hedera Group AB (publ) is a subsidiary of Bertil Haglund med bolag.",Nasdaq Stockholm,https://www.hederagroup.se,STO,Staffing & Employment Services,SE,Industrials,2016-01-15,2016-01-15,2023-11-06,1962,,
215,TNP,Tsakos Energy Navigation Limited,"Tsakos Energy Navigation Limited provides seaborne crude oil and petroleum product transportation services worldwide. The company offers marine transportation services for national, major, and other independent oil companies and refiners under long, medium, and short-term charters. As of April 21, 2022, it operated a fleet of 66 double-hull vessels, comprising of 60 conventional tankers, three LNG carriers, and three suezmax DP2 shuttle tankers. The company was formerly known as MIF Limited and changed its name to Tsakos Energy Navigation Limited in July 2001. Tsakos Energy Navigation Limited was incorporated in 1993 and is based in Athens, Greece.",New York Stock Exchange,https://www.tenn.gr,NYSE,Oil & Gas Midstream,GR,Energy,2002-03-05,2002-03-05,2023-11-06,5448,https://www.tenn.gr/news,https://www.tenn.gr/annual-reports/
216,1809.HK,Prinx Chengshan Holdings Limited,"Prinx Chengshan Holdings Limited, an investment holding company, together with its subsidiaries, designs, manufactures, trades in, and distributes tires in the People's Republic of China, Thailand, rest of Asia, the Americas, Africa, the Middle East, and internationally. The company offers steel radial, semi-steel radial, and bias tires used in light and pick-up trucks, buses, mixed road or off-road vehicles, passenger vehicles, sport utility vehicles, and agricultural and industrial off-road vehicles under the Prinx, ChengShan, Austone, and Fortune brand names. It also engages in the research and development of tire technology and equipment, as well as provision of related technical services; trading of inflatable and related products; and provides tire rentals. The company was formerly known as Prinx Chengshan (Cayman) Holding Limited and changed its name to Prinx Chengshan Holdings Limited in June 2021. The company was founded in 1976 and headquartered in Rongcheng, the People's Republic of China. Prinx Chengshan Holdings Limited is a subsidiary of Chengshan Group Co., Ltd.",Hong Kong Stock Exchange,https://www.prinxchengshan.com,HKSE,Auto Parts,CN,Consumer Cyclical,2018-10-09,2018-10-09,2023-11-06,1253,,
217,6226.TW,"Para Light Electronics Co., Ltd.","Para Light Electronics Co., Ltd. provides lighting solutions and opto-electronic components worldwide. It offers visible, UV, IR, SMD, PLCC, display, and lamp LEDs; optical sensors; and circuit board indicators, as well as UV sensors, LED back lights, integrated light modules, commercial and automotive lightings, and other lighting solutions. The company was founded in 1987 and is based in New Taipei City, Taiwan.",Taiwan Stock Exchange,https://www.para.com.tw,TAI,Electronic Components,TW,Technology,2008-11-10,2008-11-10,2023-11-06,3673,https://www.para.com.tw/en/news-category/news-en/,
218,600088.SS,"China Television Media, Ltd.","China Television Media, Ltd. engages in the film and television (TV) production, and media advertising agency businesses in China. It is involved in the planning, investment, production, and distribution of series, including of TV dramas, new media TV dramas, movies, TV movies, and digital movies; film and TV products copyright management; film and TV technical services; film and TV co-production; organizes and operates various shows and TV competitions; and film and TV equipment leasing services. The company also provides advertising agency services to CCTV-10 science and education channel; and CCTV-17 agricultural and rural channel. In addition, it operates tourist attractions comprising Wuxi film and TV base; and Nanhai film and TV base, as well as engages in the fund business. China Television Media, Ltd. is based in Shanghai, China. China Television Media, Ltd. is a subsidiary of CCTV Wuxi Taihu film and Television city.",Shanghai Stock Exchange,https://www.ctv-media.com.cn,SHH,Entertainment,CN,Communication Services,1997-06-16,2004-01-02,2023-11-06,4851,,
219,ADVENZYMES.NS,Advanced Enzyme Technologies Limited,"Advanced Enzyme Technologies Limited researches and develops, manufactures, and markets enzymes and probiotics in India, the United States, Asia, Europe, and internationally. The company offers enzymes for human healthcare and animal nutrition, fruit and vegetable processing, baking, brewing, and malting, and grain processing, protein modification, yeast processing, dairy and cheese processing, and oils and fats processing, as well as for specialty applications. It also provides non-food processing enzymes for textile processing, leather, pulp and paper, detergents and cleaning aids, bio-fuels, and biocatalysis. The company was formerly known as Advanced Biochemicals Limited and changed its name to Advanced Enzyme Technologies Limited in 2005. Advanced Enzyme Technologies Limited was founded in 1957 and is based in Thane, India.",National Stock Exchange of India,https://www.advancedenzymes.com,NSE,Specialty Chemicals,IN,Basic Materials,2016-08-01,2016-08-01,2023-11-06,1790,https://www.advancedenzymes.com/news/,
220,688079.SS,"Hangzhou MDK Opto Electronics Co., Ltd","Hangzhou MDK Opto Electronics Co., Ltd engages in the research, manufacture, and sales of optoelectronics and optical semiconductor products in China. It offers optical sensor package substrates and carrier glass substrates, as well as ceramic substrate precision machining services; and biometric products, such as optical connectors for 3D structured light modules, biometric infrared bandpass optical filters, semiconductor wafer optical solutions, and optical filters for fingerprint recognition modules. The company also provides image products, including smart phone and security camera filter assembly, infrared cutoff and optical low pass filters, ultra-low reflection optical lens, optical wavelength plates, and sapphire products; vehicle-mounted parts, such as pattern coating on glass wafer and absorption coated filters; and machine vision products. Hangzhou MDK Opto Electronics Co., Ltd was founded in 2010 and is based in Hangzhou, China.",Shanghai Stock Exchange,https://www.chinamdk.com,SHH,Electronic Components,CN,Technology,2021-03-02,2021-03-02,2023-11-06,649,,
221,ECNCF,ECN Capital Corp.,"ECN Capital Corp. originates, manages, and advises on prime consumer credit portfolios in North America. It operates through Secured Consumer Loans - Triad Financial Services and Source One; and Consumer Credit Card and Related Unsecured Consumer Loans - KG segments. The company provides secured consumer loan portfolios, including manufactured home, marine, and recreational vehicle loans; and consumer credit card portfolios that are focused on co-branded credit cards and related financial products. It serves banks, credit unions, life insurance companies, and pension and investment funds. The company was incorporated in 2016 and is headquartered in Toronto, Canada.",OTC Markets Group Pink Sheets,https://www.ecncapitalcorp.com,PNK,Credit Services,CA,Financial Services,2021-01-08,2016-10-31,2023-11-03,1629,https://www.ecncapitalcorp.com/investor-news/,
222,MSWV,Main Street Financial Services Corp.,"Main Street Financial Services Corp. operates as the financial services holding company for Main Street Bank Corp. that provides various banking products and services. It offers checking and savings accounts; and various loans, such as commercial, real estate, installment, consumer, and residential loans, as well as personal lines of credit. The company also provides other services, including wire transfers, ATM, business money market, Internet banking, safe deposit boxes, non-profit accounts, and renaissance services of CDs. It serves to business communities, professionals, and individuals. Main Street Financial Services Corp. was founded in 2001 and is based in Wheeling, West Virginia.",OTC Markets Group Pink Sheets,https://www.mymainstreetbank.com/,PNK,Banks,US,Financial Services,2021-01-08,2021-01-08,2023-11-03,675,https://www.mymainstreetbank.bank/RESOURCES/OUR-BANK/Investor-Relations/Press-Releases,
